pclass,survival,sex,age,fare,embarked_Queenstown,embarked_Southampton,pclass_sex_interaction,cluster
1,0,1,1.127263817188762,0.7643877890456169,False,False,1,1
1,0,1,0.4308545472303265,0.0632006284035498,False,False,1,1
1,1,0,0.2219317662427958,0.8953837929472137,False,True,0,1
1,0,1,1.7540321601513544,0.4090837927130671,False,False,1,1
1,1,0,1.6843912331555109,0.4090837927130671,False,False,0,1
1,0,1,0.2219317662427958,-0.1803980157889411,False,True,1,1
1,1,1,-1.1708867736740758,4.051399190556202,False,False,1,3
1,1,0,-0.8226821386948578,4.051399190556202,False,False,0,3
1,1,0,-0.6137593577073271,4.051399190556202,False,False,0,3
1,0,1,2.171877722126416,4.051399190556202,False,False,1,3
1,1,0,1.2665456711804493,4.051399190556202,False,False,0,3
1,1,0,-0.4048365767197964,0.5867358608634787,False,False,0,1
1,1,0,0.3612136202344829,0.379475092556263,False,False,0,1
1,1,0,0.013008985255265,-0.1005443069379257,False,False,0,1
1,1,1,0.2915726932386394,-0.1803980157889411,False,True,1,1
1,1,0,0.7094182552137008,2.097002340929016,False,True,0,1
1,1,1,0.3612136202344829,-0.1851084649980605,False,True,1,1
1,0,1,1.4058275251721364,0.3462775161437341,False,True,1,1
1,1,0,0.6397773282178573,0.3462775161437341,False,True,0,1
1,1,1,1.823673087147198,-0.0197933799202117,False,False,1,1
1,1,1,-0.126272868736422,-0.0197933799202117,False,True,1,1
1,0,1,1.823673087147198,-0.1803980157889411,False,True,1,1
1,0,1,1.823673087147198,-0.1060030552486028,False,False,1,1
1,0,1,-0.4048365767197964,0.41985055606512,False,True,1,1
1,1,0,-0.8226821386948578,0.41985055606512,False,True,0,1
1,1,1,-0.4048365767197964,0.8194187167653382,False,True,1,1
1,1,0,-0.4744775037156399,0.8194187167653382,False,True,0,1
1,1,1,-1.6583732626449808,1.7567270144694964,False,False,1,1
1,1,1,1.0576228901929186,1.7567270144694964,False,False,1,1
1,1,0,0.7094182552137008,1.7567270144694964,False,False,0,1
1,0,1,1.8933140141430416,1.9724360326900927,False,False,1,1
1,1,1,0.1522908392469522,-0.1095166321621162,False,False,1,1
1,0,1,2.241518649122259,-0.1803980157889411,False,True,1,1
1,1,1,1.6843912331555109,0.3380534559262653,False,False,1,1
1,1,0,0.9183410362012316,0.3380534559262653,False,False,0,1
1,1,0,1.5451093791638235,0.7476401149718146,False,False,0,1
1,0,1,2.589723284101477,3.322921839607073,False,True,1,3
1,0,0,2.311159576118103,3.322921839607073,False,True,0,3
1,0,1,2.171877722126416,-0.0768429982699839,False,True,1,1
1,1,0,1.2665456711804493,-0.1915380547872959,False,True,0,1
1,1,0,-0.8226821386948578,0.7724629642927803,False,True,0,1
1,0,1,1.5451093791638235,0.7724629642927803,False,True,1,1
1,1,0,0.6397773282178573,0.7724629642927803,False,True,0,1
1,1,1,1.2665456711804493,0.2762933524780729,False,True,1,1
1,0,1,1.3361865981762928,1.33293360616987,False,False,1,1
1,1,1,-0.8923230656907014,1.33293360616987,False,False,1,1
1,1,0,0.6397773282178573,1.33293360616987,False,False,0,1
1,1,1,0.0826499122511086,-0.1447330014892035,False,False,1,1
1,0,1,0.7094182552137008,-0.1593883975103961,False,False,1,1
1,0,1,2.171877722126416,-0.0556826808169735,False,True,1,1
1,0,1,1.1969047441846057,-0.0463370799464811,False,True,1,1
1,1,0,0.3612136202344829,8.536740368332499,False,False,0,3
1,0,1,2.3808005031139468,0.6935064754029286,False,False,1,1
1,1,0,2.102236795130572,0.6935064754029286,False,False,0,1
1,0,1,2.102236795130572,-0.1803980157889411,False,True,1,1
1,0,1,1.6843912331555109,0.730068673774529,False,True,1,1
1,0,1,-0.6137593577073271,0.730068673774529,False,True,1,1
1,1,0,1.7540321601513544,1.7770637047672966,False,False,0,1
1,1,0,0.0826499122511086,2.301646813295694,False,True,0,1
1,0,1,1.8933140141430416,2.301646813295694,False,True,1,1
1,1,0,1.0576228901929186,2.301646813295694,False,True,0,1
1,0,1,1.4058275251721364,3.1384650989948244,False,False,1,3
1,0,1,-0.1959137957322656,3.1384650989948244,False,False,1,3
1,1,0,1.4058275251721364,3.1384650989948244,False,False,0,3
1,1,0,-0.6137593577073271,-0.1803980157889411,False,True,0,1
1,0,1,1.47546845216798,0.4445998179635269,False,False,1,1
1,1,1,-0.6137593577073271,0.4445998179635269,False,False,1,1
1,1,0,0.0826499122511086,1.7567270144694964,False,False,0,1
1,0,1,2.241518649122259,-0.1803980157889411,False,True,1,1
1,1,0,0.4308545472303265,1.7770637047672966,False,False,0,1
2,0,1,0.013008985255265,-0.226156860076592,False,False,2,0
2,1,0,-0.126272868736422,-0.226156860076592,False,False,0,0
2,0,1,0.013008985255265,-0.4235480150087817,False,True,2,0
2,0,1,-0.8226821386948578,-0.4504649906813531,False,True,2,2
2,0,1,-0.3351956497239528,-0.468409641129734,False,True,2,2
2,0,1,0.2915726932386394,-0.1902675591798302,False,True,2,0
2,1,0,0.4308545472303265,-0.1902675591798302,False,True,0,0
2,0,1,1.8933140141430416,-0.4235480150087817,False,True,2,0
2,0,1,-0.8226821386948578,-0.4504649906813531,False,True,2,2
2,0,1,-0.4744775037156399,-0.468409641129734,False,True,2,2
2,1,0,0.4308545472303265,-0.4235480150087817,False,True,0,0
2,0,1,-0.126272868736422,-0.468409641129734,False,True,2,0
2,0,1,1.47546845216798,-0.4320717311496228,False,True,2,0
2,1,1,0.1522908392469522,-0.1902675591798302,False,True,2,0
2,1,0,-0.7530412116990143,-0.1902675591798302,False,True,0,2
2,0,1,-0.126272868736422,-0.1902675591798302,False,True,2,0
2,1,1,-2.0065778976241986,0.0430128966491213,False,True,2,2
2,1,0,-1.797655116636668,0.0430128966491213,False,True,0,2
2,1,0,-1.2405277006699194,0.0430128966491213,False,True,0,2
2,1,0,0.4308545472303265,0.0430128966491213,False,True,0,0
2,1,1,0.2915726932386394,-0.4235480150087817,False,True,2,0
2,1,0,-0.7530412116990143,-0.4235480150087817,False,True,0,2
2,0,1,-0.4744775037156399,-0.4235480150087817,False,True,2,2
2,0,1,-0.2655547227281092,-0.4235480150087817,False,True,2,2
2,0,1,0.848700109205388,-0.4235480150087817,False,True,2,0
2,0,1,-0.1959137957322656,-0.4235480150087817,False,True,2,0
2,1,0,-0.4048365767197964,-0.4235480150087817,False,True,0,2
2,1,0,-1.0316049196823889,0.0430128966491213,False,True,0,2
2,0,1,2.102236795130572,0.0430128966491213,False,True,2,0
2,1,0,0.7094182552137008,0.0430128966491213,False,True,0,0
2,1,0,-0.6834002847031707,-0.1902675591798302,False,True,0,2
2,0,1,-0.3351956497239528,-0.1902675591798302,False,True,2,2
2,1,0,0.4308545472303265,-0.4235480150087817,False,True,0,0
2,0,1,-0.3351956497239528,-0.4235480150087817,False,True,2,2
2,0,1,0.848700109205388,-0.4235480150087817,False,True,2,0
2,1,0,0.848700109205388,-0.4235480150087817,False,True,0,0
2,1,1,-2.0181870405722515,-0.1364336078346875,False,True,2,2
2,1,1,-0.2655547227281092,-0.1364336078346875,False,True,2,2
2,1,0,-0.5441184307114836,-0.1364336078346875,False,True,0,2
2,1,0,0.3612136202344829,-0.2799908114217346,False,True,0,0
2,0,1,-0.7530412116990143,-0.4235480150087817,False,True,2,2
2,0,0,0.9879819631970752,-0.1902675591798302,False,True,0,0
2,0,1,1.6843912331555109,-0.1902675591798302,False,True,2,0
2,0,1,1.5451093791638235,-0.4145756897845913,False,True,2,0
2,0,1,0.5004954742261701,-0.1902675591798302,False,True,2,0
2,0,0,-0.0566319417405785,-0.1902675591798302,False,True,0,0
2,1,0,-0.3351956497239528,-0.1184889573863066,False,True,0,2
2,1,0,1.0576228901929186,-0.1184889573863066,False,True,0,0
2,0,1,-0.0566319417405785,-0.1902675591798302,False,True,2,0
2,1,0,-0.126272868736422,-0.1902675591798302,False,True,0,0
2,0,1,-0.0566319417405785,-0.468409641129734,False,True,2,0
2,0,1,-0.126272868736422,-0.4235480150087817,False,True,2,0
2,1,1,-0.4048365767197964,-0.468409641129734,False,True,2,2
2,1,0,-1.5190914086532936,-0.1857813965677349,False,True,0,2
2,0,1,0.0826499122511086,-0.1857813965677349,False,True,2,0
2,1,0,0.0826499122511086,-0.1857813965677349,False,True,0,0
2,1,0,-0.5441184307114836,-0.468409641129734,False,True,0,2
2,0,0,0.013008985255265,-0.4235480150087817,False,True,0,0
2,0,1,-0.6137593577073271,-0.4504649906813531,False,True,2,2
2,1,1,-1.5190914086532936,0.0026374331402643,False,True,2,2
2,0,1,-0.8226821386948578,0.6621033371182621,False,True,2,2
2,1,0,1.2665456711804493,0.0026374331402643,False,True,0,0
2,1,0,-0.126272868736422,-0.4235480150087817,False,True,0,0
2,0,1,0.1522908392469522,-0.4235480150087817,False,True,2,0
2,0,1,-0.8923230656907014,0.6621033371182621,False,True,2,2
2,0,1,-0.0566319417405785,-0.1593883975103961,False,False,2,0
2,1,0,-0.4048365767197964,-0.1593883975103961,False,False,0,2
2,0,1,-0.3351956497239528,-0.0915719817137353,False,True,2,2
2,0,1,-0.8226821386948578,0.6621033371182621,False,True,2,2
2,1,0,-0.8226821386948578,-0.2441015105249728,False,True,0,2
2,1,0,0.2915726932386394,-0.2441015105249728,False,True,0,0
2,0,1,1.6843912331555109,-0.1902675591798302,False,True,2,0
2,1,1,-1.5190914086532936,-0.0736273312653544,False,True,2,2
2,0,1,0.848700109205388,-0.0736273312653544,False,True,2,0
2,1,0,0.2915726932386394,-0.0736273312653544,False,True,0,0
2,1,0,-0.1959137957322656,-0.4081461179400063,False,False,0,0
2,1,0,0.013008985255265,-0.4081461179400063,False,False,0,0
2,0,1,-0.4744775037156399,-0.4235480150087817,False,True,2,2
2,0,1,-0.6137593577073271,-0.4235480150087817,False,True,2,2
2,0,1,-0.8226821386948578,-0.4235480150087817,False,True,2,2
2,0,1,0.7094182552137008,-0.1902675591798302,False,True,2,0
2,1,0,-0.0566319417405785,-0.1902675591798302,False,True,0,0
2,0,1,-0.8226821386948578,-0.468409641129734,False,True,2,2
2,0,1,0.4308545472303265,-0.4235480150087817,False,True,2,0
2,0,0,0.5701364012220137,-0.4235480150087817,False,True,0,0
2,0,1,0.3612136202344829,-0.1902675591798302,False,True,2,0
2,0,1,0.5701364012220137,-0.2799908114217346,False,True,2,0
2,0,1,0.2915726932386394,-0.2799908114217346,False,True,2,0
2,1,0,0.2915726932386394,-0.4235480150087817,False,True,0,0
2,0,1,-0.961963992686545,-0.1902675591798302,False,True,2,2
2,0,1,-0.2655547227281092,-0.468409641129734,False,True,2,2
2,0,1,1.1969047441846057,-0.468409641129734,False,True,2,0
2,0,1,-0.6137593577073271,-0.4504649906813531,False,True,2,2
2,0,1,-0.6137593577073271,-0.4504649906813531,False,True,2,2
2,0,1,-0.4048365767197964,-0.4145756897845913,False,True,2,2
2,0,1,-0.4048365767197964,-0.4235480150087817,False,True,2,2
2,0,1,0.2915726932386394,-0.4235480150087817,False,True,2,0
2,0,1,0.013008985255265,-0.4235480150087817,False,True,2,0
2,0,1,1.5451093791638235,-0.4235480150087817,False,True,2,0
2,0,1,0.013008985255265,-0.4235480150087817,False,True,2,0
2,1,1,-2.029789218174068,-0.3966310393362104,False,True,2,2
2,1,0,-0.4048365767197964,-0.3966310393362104,False,True,0,2
2,0,1,0.9879819631970752,-0.4235480150087817,False,True,2,0
2,1,0,-1.6583732626449808,-0.0646550060411639,False,True,0,2
2,0,1,-0.126272868736422,-0.0646550060411639,False,True,2,0
2,1,1,2.241518649122259,-0.468409641129734,False,True,2,0
2,0,1,0.013008985255265,-0.468409641129734,False,True,2,0
2,1,0,-1.5887323356491372,-0.1857813965677349,False,True,0,2
2,0,1,0.9183410362012316,-0.1857813965677349,False,True,2,0
2,1,0,1.0576228901929186,-0.1857813965677349,False,True,0,0
2,1,0,-0.4048365767197964,0.5095738083070246,False,True,0,2
2,1,0,-0.4048365767197964,0.5095738083070246,False,True,0,2
2,0,1,1.3361865981762928,0.5095738083070246,False,True,2,1
2,1,0,1.2665456711804493,0.5095738083070246,False,True,0,1
2,1,0,1.7540321601513544,-0.3697140636636391,False,True,0,0
2,0,1,-0.4048365767197964,0.6621033371182621,False,True,2,2
2,0,1,0.1522908392469522,0.6621033371182621,False,True,2,1
2,0,1,-0.6137593577073271,0.6621033371182621,False,True,2,2
2,0,0,-0.8226821386948578,-0.4235480150087817,False,True,0,2
2,1,0,-0.6834002847031707,-0.2441015105249728,False,True,0,2
2,0,1,-0.4744775037156399,-0.4504649906813531,False,True,2,2
2,0,1,0.4308545472303265,-0.4235480150087817,False,True,2,0
2,1,0,1.6843912331555109,-0.2441015105249728,False,True,0,0
2,0,1,1.4058275251721364,-0.4235480150087817,False,True,2,0
2,0,1,0.9879819631970752,-0.1902675591798302,False,True,2,0
2,1,0,-0.0566319417405785,-0.1902675591798302,False,True,0,0
2,0,1,-0.6137593577073271,0.6621033371182621,False,True,2,2
2,1,1,0.848700109205388,-0.4235480150087817,False,True,2,0
2,0,1,2.311159576118103,-0.1902675591798302,False,True,2,0
2,0,0,2.102236795130572,-0.1902675591798302,False,True,0,0
2,0,1,0.2219317662427958,-0.436557893761718,False,True,2,0
2,1,0,-0.8923230656907014,-0.468409641129734,False,True,0,2
2,0,1,0.848700109205388,-0.1723229087314493,False,True,2,0
2,1,0,-0.4048365767197964,-0.1723229087314493,False,True,0,2
2,0,1,1.1969047441846057,-0.3876587141120199,False,True,2,0
2,0,1,-0.4048365767197964,-0.0915719817137353,False,True,2,2
2,0,1,-0.5441184307114836,-0.0915719817137353,False,True,2,2
2,0,1,0.1522908392469522,-0.468409641129734,False,True,2,0
2,1,0,-0.4744775037156399,-0.4093412280709384,False,False,0,2
2,0,1,0.2915726932386394,-0.1902675591798302,False,True,2,0
2,1,0,-0.4048365767197964,-0.1902675591798302,False,True,0,2
2,0,0,-0.5441184307114836,-0.2799908114217346,False,True,0,2
2,0,1,0.3612136202344829,-0.4352120306223692,True,False,2,0
2,1,0,1.0576228901929186,-0.4145756897845913,False,True,0,0
2,0,1,1.8933140141430416,-0.4352120306223692,True,False,2,0
2,0,1,0.0826499122511086,-0.468409641129734,False,True,2,0
