pclass,survival,sex,age,fare,embarked_Queenstown,embarked_Southampton,pclass_sex_interaction
1,1,0,1.6147503061596673,-0.16432316920584075,False,False,0
1,1,1,0.4308545472303265,8.536740368332499,False,False,1
1,1,0,1.9629549411388851,8.536740368332499,False,False,0
1,0,1,0.2219317662427958,-0.5671052185958287,False,True,1
1,0,1,-0.12627286873642207,0.18836453836403083,False,True,1
1,0,1,-0.8923230656907014,0.18836453836403083,False,True,1
1,1,1,-1.310168627665763,1.4965295829679734,False,True,1
1,1,0,-1.1012458466782322,1.4965295829679734,False,True,0
1,1,1,0.4308545472303265,1.4965295829679734,False,True,1
1,1,0,0.4308545472303265,1.4965295829679734,False,True,0
1,0,1,1.3361865981762928,-0.1902675591798302,False,True,1
1,0,1,0.4308545472303265,0.7581071901001242,False,True,1
1,1,0,3.2164916270640695,0.7581071901001242,False,True,0
1,0,1,1.1272638171887621,0.44093550598624726,False,True,1
1,1,0,1.1969047441846057,0.44093550598624726,False,True,0
1,1,1,-0.19591379573226564,0.29603244105431614,False,True,1
1,1,0,0.2219317662427958,0.29603244105431614,False,True,0
1,1,0,0.4308545472303265,4.051399190556202,False,False,0
1,1,0,0.013008985255265075,0.8953837929472137,False,True,0
1,1,1,1.0576228901929186,-0.12387233816510054,False,False,1
1,0,1,-0.19591379573226564,1.797626551494698,False,False,1
1,1,0,-0.2655547227281092,1.797626551494698,False,False,0
1,1,0,-0.5441184307114836,2.062683358448342,False,True,0
1,0,1,1.1969047441846057,-0.19766973466764748,False,True,1
1,1,0,0.6397773282178573,0.8354181958165553,False,False,0
1,0,1,0.5004954742261701,0.8354181958165553,False,False,1
1,1,0,2.3808005031139468,0.8354181958165553,False,False,0
1,1,0,1.7540321601513544,-0.1956509399586241,False,True,0
1,0,1,2.798646065089008,0.6172417109973098,False,True,1
1,1,0,0.4308545472303265,0.6172417109973098,False,True,0
1,1,0,2.3808005031139468,-0.1803980157889411,False,True,0
1,0,1,0.6397773282178573,0.6223254717420322,False,False,1
1,1,0,0.5701364012220137,0.6223254717420322,False,False,0
1,1,1,1.47546845216798,-0.1803980157889411,False,True,1
1,1,1,-0.19591379573226564,-0.10951663216211621,False,True,1
1,1,0,0.2219317662427958,2.062683358448342,False,True,0
1,0,1,0.08264991225110865,0.2762933524780729,False,True,1
1,1,0,-0.19591379573226564,0.2762933524780729,False,True,0
1,1,1,0.08264991225110865,0.3660166047199773,False,True,1
1,1,0,-0.8923230656907014,0.3660166047199773,False,True,0
1,1,1,1.6147503061596673,0.8120900963997087,False,True,1
1,1,1,-1.797655116636668,0.8120900963997087,False,True,1
1,1,0,1.6843912331555109,0.8120900963997087,False,True,0
1,0,1,1.4058275251721364,1.2529310069651542,False,False,1
1,1,0,-0.19591379573226564,3.7848457279765624,False,False,0
1,1,0,1.2665456711804493,1.2529310069651542,False,False,0
1,1,0,1.2665456711804493,0.05377966000117417,False,False,0
1,1,1,1.3361865981762928,0.3647461091125116,False,False,1
1,0,1,0.6397773282178573,-0.12387233816510054,False,False,1
1,1,0,-0.47447750371563996,0.8354181958165553,False,False,0
1,1,0,0.5701364012220137,3.4260280147622253,False,False,0
1,1,0,1.6843912331555109,0.7476401149718146,False,False,0
1,0,0,0.4308545472303265,-0.08835631470910583,False,False,0
1,1,1,0.4308545472303265,-0.18331399277536223,False,True,1
1,0,1,0.013008985255265075,-0.15886442089516364,False,False,1
1,1,0,-0.4048365767197964,4.062614597086441,False,True,0
1,1,0,-0.12627286873642207,4.062614597086441,False,True,0
1,1,0,-0.47447750371563996,4.062614597086441,False,True,0
1,0,1,-0.7530412116990143,4.062614597086441,False,True,1
1,0,1,2.3808005031139468,4.062614597086441,False,True,1
1,1,0,2.102236795130572,4.062614597086441,False,True,0
1,1,0,0.013008985255265075,0.3647461091125116,False,False,0
1,1,1,1.4058275251721364,1.7414739539204698,False,True,1
1,1,1,0.9183410362012315,-0.15938839751039616,False,False,1
1,1,0,-0.5441184307114836,0.23143172635712067,False,False,0
1,1,1,2.102236795130572,0.7643877890456169,False,False,1
1,1,0,1.2665456711804493,0.7643877890456169,False,False,0
1,0,1,0.5004954742261701,0.29603244105431614,False,True,1
1,1,0,0.36121362023448295,0.29603244105431614,False,True,0
1,0,1,1.1969047441846057,0.0340405714249309,False,True,1
1,1,0,0.36121362023448295,3.1384650989948244,False,False,0
1,1,0,-0.5441184307114836,0.40908379271306716,False,False,0
1,1,0,1.0576228901929186,0.40908379271306716,False,False,0
1,0,1,-0.4048365767197964,0.7643877890456169,False,False,1
1,1,1,1.3361865981762928,0.9421152929175831,False,False,1
1,0,1,2.8682869920848515,-0.034970938352476666,False,False,1
1,1,1,1.6147503061596673,-0.145405933058878,False,False,1
1,1,0,-0.7530412116990143,-0.11848895738630666,False,True,0
1,0,1,0.5701364012220137,2.097002340929016,False,True,1
1,1,0,1.9629549411388851,2.097002340929016,False,True,0
1,1,1,-0.47447750371563996,0.4801140631046622,False,False,1
1,1,0,1.0576228901929186,0.4801140631046622,False,False,0
1,0,1,1.1272638171887621,0.7643877890456169,False,False,1
1,1,1,-0.3351956497239528,0.33805345592626534,False,False,1
1,1,0,-0.3351956497239528,0.33805345592626534,False,False,0
1,1,1,1.2665456711804493,0.7200502436188697,False,False,1
1,1,0,1.3361865981762928,0.7200502436188697,False,False,0
1,0,1,1.0576228901929186,0.8411011984238858,False,True,1
1,1,0,0.36121362023448295,0.8411011984238858,False,True,0
1,0,1,0.7094182552137008,-0.6568284708377332,False,True,1
1,1,1,-0.19591379573226564,0.7200502436188697,False,False,1
1,1,0,-0.4048365767197964,0.8354181958165553,False,False,0
1,0,1,1.7540321601513544,1.02099634608588,False,True,1
1,1,0,1.5451093791638237,1.02099634608588,False,True,0
1,0,1,0.848700109205388,0.10581917321845445,False,True,1
1,0,1,1.7540321601513544,0.24040405158131112,False,True,1
1,1,0,-0.961963992686545,0.38358797952205625,False,False,0
1,1,0,0.9879819631970751,0.38358797952205625,False,False,0
1,1,0,1.47546845216798,0.7421059309395827,False,True,0
1,0,1,0.848700109205388,0.2762933524780729,False,True,1
1,1,0,0.36121362023448295,0.2762933524780729,False,True,0
1,1,1,0.36121362023448295,-0.1803980157889411,False,False,1
1,1,1,0.5701364012220137,0.9581900695165468,False,True,1
1,1,0,0.36121362023448295,0.9581900695165468,False,True,0
1,0,0,1.4058275251721364,-0.1415927020164572,False,False,0
1,1,1,1.3361865981762928,-0.6568284708377332,False,True,1
1,0,1,1.1272638171887621,-0.1902675591798302,False,True,1
1,0,1,1.4058275251721364,-0.1902675591798302,False,True,1
1,0,1,0.187111302744874,3.1384650989948244,False,False,1
1,0,1,1.9629549411388851,-0.12387233816510054,False,False,1
1,0,1,0.7790591822095444,0.2738259486857002,False,True,1
1,1,1,0.848700109205388,0.28623826340084524,False,True,1
1,1,0,1.0576228901929186,0.28623826340084524,False,True,0
1,1,0,0.6397773282178573,3.1355489856290597,False,True,0
1,1,0,1.3361865981762928,-0.19153805478729594,False,True,0
1,1,0,0.013008985255265075,1.2529310069651542,False,False,0
1,1,1,0.36121362023448295,8.536740368332499,False,False,1
1,0,1,0.848700109205388,-0.1803980157889411,False,True,1
1,1,0,1.7540321601513544,-0.15938839751039616,False,False,0
1,1,0,-0.961963992686545,0.050190783745449406,False,True,0
1,1,0,1.47546845216798,0.050190783745449406,False,True,0
1,0,1,-0.0566319417405785,-0.11848895738630666,False,True,1
1,1,0,-0.6137593577073271,0.7421059309395827,False,True,0
1,0,1,0.013008985255265075,0.15965312456359712,False,True,1
1,1,0,1.9629549411388851,1.9724360326900927,False,False,0
1,1,0,-1.0316049196823887,3.1355489856290597,False,True,0
1,0,1,0.013008985255265075,-0.1902675591798302,False,True,1
1,1,0,-0.961963992686545,0.8953837929472137,False,True,0
1,0,1,-0.7530412116990143,0.29603244105431614,False,True,1
1,1,0,-0.8226821386948578,0.29603244105431614,False,True,0
1,1,0,-0.4048365767197964,0.23150709388900384,False,False,0
1,0,1,1.1272638171887621,0.6933575204484868,False,False,1
1,0,1,1.6843912331555109,0.2738259486857002,False,True,1
1,1,1,0.4308545472303265,-0.18510846499806055,False,True,1
1,0,1,-0.12627286873642207,0.8176977996648278,False,False,1
1,0,1,2.45044143010979,-0.1803980157889411,False,True,1
1,0,1,0.9879819631970751,0.9581900695165468,True,False,1
1,1,0,0.2219317662427958,0.9581900695165468,True,False,0
1,1,0,0.5004954742261701,0.9581900695165468,True,False,0
1,1,1,0.013008985255265075,0.379475092556263,False,False,1
1,0,1,1.7540321601513544,-0.10951663216211621,False,True,1
1,0,1,1.1969047441846057,0.10402473509059207,False,True,1
1,0,1,0.5004954742261701,-0.12387233816510054,False,False,1
1,1,0,0.08264991225110865,1.3758518445919128,False,False,0
1,1,0,-0.47447750371563996,1.3758518445919128,False,False,0
1,0,1,1.9629549411388851,1.3758518445919128,False,False,1
1,1,0,-0.7530412116990143,-0.1851838325299437,False,True,0
1,0,1,2.3808005031139468,-0.1902675591798302,False,True,1
1,1,0,0.6397773282178573,1.2973439988802464,False,False,0
1,1,0,-0.5441184307114836,0.45536658131557983,False,False,0
1,0,1,2.45044143010979,0.45536658131557983,False,False,1
1,0,1,-0.09145240523850029,-0.15938839751039616,False,False,1
1,0,1,1.0924433536908404,-0.145405933058878,False,True,1
1,0,1,-0.47447750371563996,1.02099634608588,False,True,1
1,0,1,-0.0566319417405785,0.5382852221074583,False,True,1
1,1,0,-0.5441184307114836,0.5382852221074583,False,True,0
1,0,1,-0.8226821386948578,1.2973439988802464,False,False,1
1,1,0,-0.8923230656907014,1.2973439988802464,False,False,0
1,1,0,0.013008985255265075,1.02099634608588,False,True,0
1,1,1,1.5451093791638237,-0.10951663216211621,False,True,1
1,0,1,1.1969047441846057,0.2762933524780729,False,True,1
1,1,0,1.823673087147198,0.8354181958165553,False,False,0
1,0,1,0.5701364012220137,-0.6568284708377332,False,True,1
1,0,1,-0.5441184307114836,1.7770637047672966,False,False,1
1,1,0,0.9183410362012315,3.1355489856290597,False,True,0
1,0,1,0.08264991225110865,0.24930100927361842,False,True,1
1,1,1,1.0576228901929186,-0.1803980157889411,False,True,1
1,1,0,0.2219317662427958,-0.15938839751039616,False,False,0
1,0,1,1.1272638171887621,0.7643877890456169,False,False,1
1,0,1,0.4308545472303265,0.06320062840354984,False,False,1
1,1,0,0.2219317662427958,0.8953837929472137,False,True,0
1,0,1,1.7540321601513544,0.40908379271306716,False,False,1
1,1,0,1.6843912331555109,0.40908379271306716,False,False,0
1,0,1,0.2219317662427958,-0.1803980157889411,False,True,1
1,1,1,-1.1708867736740758,4.051399190556202,False,False,1
1,1,0,-0.8226821386948578,4.051399190556202,False,False,0
1,1,0,-0.6137593577073271,4.051399190556202,False,False,0
1,0,1,2.171877722126416,4.051399190556202,False,False,1
1,1,0,1.2665456711804493,4.051399190556202,False,False,0
1,1,0,-0.4048365767197964,0.5867358608634787,False,False,0
1,1,0,0.36121362023448295,0.379475092556263,False,False,0
1,1,0,0.013008985255265075,-0.10054430693792576,False,False,0
1,1,1,0.2915726932386394,-0.1803980157889411,False,True,1
1,1,0,0.7094182552137008,2.097002340929016,False,True,0
1,1,1,0.36121362023448295,-0.18510846499806055,False,True,1
1,0,1,1.4058275251721364,0.3462775161437341,False,True,1
1,1,0,0.6397773282178573,0.3462775161437341,False,True,0
1,1,1,1.823673087147198,-0.019793379920211768,False,False,1
1,1,1,-0.12627286873642207,-0.019793379920211768,False,True,1
1,0,1,1.823673087147198,-0.1803980157889411,False,True,1
1,0,1,1.823673087147198,-0.10600305524860286,False,False,1
1,0,1,-0.4048365767197964,0.41985055606512,False,True,1
1,1,0,-0.8226821386948578,0.41985055606512,False,True,0
1,1,1,-0.4048365767197964,0.8194187167653382,False,True,1
1,1,0,-0.47447750371563996,0.8194187167653382,False,True,0
1,1,1,-1.6583732626449808,1.7567270144694964,False,False,1
1,1,1,1.0576228901929186,1.7567270144694964,False,False,1
1,1,0,0.7094182552137008,1.7567270144694964,False,False,0
1,0,1,1.8933140141430416,1.9724360326900927,False,False,1
1,1,1,0.15229083924695222,-0.10951663216211621,False,False,1
1,0,1,2.241518649122259,-0.1803980157889411,False,True,1
1,1,1,1.6843912331555109,0.33805345592626534,False,False,1
1,1,0,0.9183410362012315,0.33805345592626534,False,False,0
1,1,0,1.5451093791638237,0.7476401149718146,False,False,0
1,0,1,2.5897232841014772,3.322921839607073,False,True,1
1,0,0,2.311159576118103,3.322921839607073,False,True,0
1,0,1,2.171877722126416,-0.07684299826998392,False,True,1
1,1,0,1.2665456711804493,-0.19153805478729594,False,True,0
1,1,0,-0.8226821386948578,0.7724629642927803,False,True,0
1,0,1,1.5451093791638237,0.7724629642927803,False,True,1
1,1,0,0.6397773282178573,0.7724629642927803,False,True,0
1,1,1,1.2665456711804493,0.2762933524780729,False,True,1
1,0,1,1.3361865981762928,1.33293360616987,False,False,1
1,1,1,-0.8923230656907014,1.33293360616987,False,False,1
1,1,0,0.6397773282178573,1.33293360616987,False,False,0
1,1,1,0.08264991225110865,-0.14473300148920354,False,False,1
1,0,1,0.7094182552137008,-0.15938839751039616,False,False,1
1,0,1,2.171877722126416,-0.05568268081697354,False,True,1
1,0,1,1.1969047441846057,-0.046337079946481154,False,True,1
1,1,0,0.36121362023448295,8.536740368332499,False,False,0
1,0,1,2.3808005031139468,0.6935064754029286,False,False,1
1,1,0,2.102236795130572,0.6935064754029286,False,False,0
1,0,1,2.102236795130572,-0.1803980157889411,False,True,1
1,0,1,1.6843912331555109,0.730068673774529,False,True,1
1,0,1,-0.6137593577073271,0.730068673774529,False,True,1
1,1,0,1.7540321601513544,1.7770637047672966,False,False,0
1,1,0,0.08264991225110865,2.301646813295694,False,True,0
1,0,1,1.8933140141430416,2.301646813295694,False,True,1
1,1,0,1.0576228901929186,2.301646813295694,False,True,0
1,0,1,1.4058275251721364,3.1384650989948244,False,False,1
1,0,1,-0.19591379573226564,3.1384650989948244,False,False,1
1,1,0,1.4058275251721364,3.1384650989948244,False,False,0
1,1,0,-0.6137593577073271,-0.1803980157889411,False,True,0
1,0,1,1.47546845216798,0.4445998179635269,False,False,1
1,1,1,-0.6137593577073271,0.4445998179635269,False,False,1
1,1,0,0.08264991225110865,1.7567270144694964,False,False,0
1,0,1,2.241518649122259,-0.1803980157889411,False,True,1
1,1,0,0.4308545472303265,1.7770637047672966,False,False,0
2,0,1,0.013008985255265075,-0.226156860076592,False,False,2
2,1,0,-0.12627286873642207,-0.226156860076592,False,False,0
2,0,1,0.013008985255265075,-0.42354801500878175,False,True,2
2,0,1,-0.8226821386948578,-0.4504649906813531,False,True,2
2,0,1,-0.3351956497239528,-0.468409641129734,False,True,2
2,0,1,0.2915726932386394,-0.1902675591798302,False,True,2
2,1,0,0.4308545472303265,-0.1902675591798302,False,True,0
2,0,1,1.8933140141430416,-0.42354801500878175,False,True,2
2,0,1,-0.8226821386948578,-0.4504649906813531,False,True,2
2,0,1,-0.47447750371563996,-0.468409641129734,False,True,2
2,1,0,0.4308545472303265,-0.42354801500878175,False,True,0
2,0,1,-0.12627286873642207,-0.468409641129734,False,True,2
2,0,1,1.47546845216798,-0.43207173114962283,False,True,2
2,1,1,0.15229083924695222,-0.1902675591798302,False,True,2
2,1,0,-0.7530412116990143,-0.1902675591798302,False,True,0
2,0,1,-0.12627286873642207,-0.1902675591798302,False,True,2
2,1,1,-2.0065778976241986,0.04301289664912134,False,True,2
2,1,0,-1.797655116636668,0.04301289664912134,False,True,0
2,1,0,-1.2405277006699194,0.04301289664912134,False,True,0
2,1,0,0.4308545472303265,0.04301289664912134,False,True,0
2,1,1,0.2915726932386394,-0.42354801500878175,False,True,2
2,1,0,-0.7530412116990143,-0.42354801500878175,False,True,0
2,0,1,-0.47447750371563996,-0.42354801500878175,False,True,2
2,0,1,-0.2655547227281092,-0.42354801500878175,False,True,2
2,0,1,0.848700109205388,-0.42354801500878175,False,True,2
2,0,1,-0.19591379573226564,-0.42354801500878175,False,True,2
2,1,0,-0.4048365767197964,-0.42354801500878175,False,True,0
2,1,0,-1.0316049196823887,0.04301289664912134,False,True,0
2,0,1,2.102236795130572,0.04301289664912134,False,True,2
2,1,0,0.7094182552137008,0.04301289664912134,False,True,0
2,1,0,-0.6834002847031707,-0.1902675591798302,False,True,0
2,0,1,-0.3351956497239528,-0.1902675591798302,False,True,2
2,1,0,0.4308545472303265,-0.42354801500878175,False,True,0
2,0,1,-0.3351956497239528,-0.42354801500878175,False,True,2
2,0,1,0.848700109205388,-0.42354801500878175,False,True,2
2,1,0,0.848700109205388,-0.42354801500878175,False,True,0
2,1,1,-2.0181870405722515,-0.13643360783468755,False,True,2
2,1,1,-0.2655547227281092,-0.13643360783468755,False,True,2
2,1,0,-0.5441184307114836,-0.13643360783468755,False,True,0
2,1,0,0.36121362023448295,-0.27999081142173465,False,True,0
2,0,1,-0.7530412116990143,-0.42354801500878175,False,True,2
2,0,0,0.9879819631970751,-0.1902675591798302,False,True,0
2,0,1,1.6843912331555109,-0.1902675591798302,False,True,2
2,0,1,1.5451093791638237,-0.4145756897845913,False,True,2
2,0,1,0.5004954742261701,-0.1902675591798302,False,True,2
2,0,0,-0.0566319417405785,-0.1902675591798302,False,True,0
2,1,0,-0.3351956497239528,-0.11848895738630666,False,True,0
2,1,0,1.0576228901929186,-0.11848895738630666,False,True,0
2,0,1,-0.0566319417405785,-0.1902675591798302,False,True,2
2,1,0,-0.12627286873642207,-0.1902675591798302,False,True,0
2,0,1,-0.0566319417405785,-0.468409641129734,False,True,2
2,0,1,-0.12627286873642207,-0.42354801500878175,False,True,2
2,1,1,-0.4048365767197964,-0.468409641129734,False,True,2
2,1,0,-1.5190914086532936,-0.18578139656773499,False,True,0
2,0,1,0.08264991225110865,-0.18578139656773499,False,True,2
2,1,0,0.08264991225110865,-0.18578139656773499,False,True,0
2,1,0,-0.5441184307114836,-0.468409641129734,False,True,0
2,0,0,0.013008985255265075,-0.42354801500878175,False,True,0
2,0,1,-0.6137593577073271,-0.4504649906813531,False,True,2
2,1,1,-1.5190914086532936,0.0026374331402643455,False,True,2
2,0,1,-0.8226821386948578,0.6621033371182621,False,True,2
2,1,0,1.2665456711804493,0.0026374331402643455,False,True,0
2,1,0,-0.12627286873642207,-0.42354801500878175,False,True,0
2,0,1,0.15229083924695222,-0.42354801500878175,False,True,2
2,0,1,-0.8923230656907014,0.6621033371182621,False,True,2
2,0,1,-0.0566319417405785,-0.15938839751039616,False,False,2
2,1,0,-0.4048365767197964,-0.15938839751039616,False,False,0
2,0,1,-0.3351956497239528,-0.09157198171373532,False,True,2
2,0,1,-0.8226821386948578,0.6621033371182621,False,True,2
2,1,0,-0.8226821386948578,-0.24410151052497286,False,True,0
2,1,0,0.2915726932386394,-0.24410151052497286,False,True,0
2,0,1,1.6843912331555109,-0.1902675591798302,False,True,2
2,1,1,-1.5190914086532936,-0.07362733126535444,False,True,2
2,0,1,0.848700109205388,-0.07362733126535444,False,True,2
2,1,0,0.2915726932386394,-0.07362733126535444,False,True,0
2,1,0,-0.19591379573226564,-0.4081461179400063,False,False,0
2,1,0,0.013008985255265075,-0.4081461179400063,False,False,0
2,0,1,-0.47447750371563996,-0.42354801500878175,False,True,2
2,0,1,-0.6137593577073271,-0.42354801500878175,False,True,2
2,0,1,-0.8226821386948578,-0.42354801500878175,False,True,2
2,0,1,0.7094182552137008,-0.1902675591798302,False,True,2
2,1,0,-0.0566319417405785,-0.1902675591798302,False,True,0
2,0,1,-0.8226821386948578,-0.468409641129734,False,True,2
2,0,1,0.4308545472303265,-0.42354801500878175,False,True,2
2,0,0,0.5701364012220137,-0.42354801500878175,False,True,0
2,0,1,0.36121362023448295,-0.1902675591798302,False,True,2
2,0,1,0.5701364012220137,-0.27999081142173465,False,True,2
2,0,1,0.2915726932386394,-0.27999081142173465,False,True,2
2,1,0,0.2915726932386394,-0.42354801500878175,False,True,0
2,0,1,-0.961963992686545,-0.1902675591798302,False,True,2
2,0,1,-0.2655547227281092,-0.468409641129734,False,True,2
2,0,1,1.1969047441846057,-0.468409641129734,False,True,2
2,0,1,-0.6137593577073271,-0.4504649906813531,False,True,2
2,0,1,-0.6137593577073271,-0.4504649906813531,False,True,2
2,0,1,-0.4048365767197964,-0.4145756897845913,False,True,2
2,0,1,-0.4048365767197964,-0.42354801500878175,False,True,2
2,0,1,0.2915726932386394,-0.42354801500878175,False,True,2
2,0,1,0.013008985255265075,-0.42354801500878175,False,True,2
2,0,1,1.5451093791638237,-0.42354801500878175,False,True,2
2,0,1,0.013008985255265075,-0.42354801500878175,False,True,2
2,1,1,-2.0297892181740678,-0.3966310393362104,False,True,2
2,1,0,-0.4048365767197964,-0.3966310393362104,False,True,0
2,0,1,0.9879819631970751,-0.42354801500878175,False,True,2
2,1,0,-1.6583732626449808,-0.06465500604116399,False,True,0
2,0,1,-0.12627286873642207,-0.06465500604116399,False,True,2
2,1,1,2.241518649122259,-0.468409641129734,False,True,2
2,0,1,0.013008985255265075,-0.468409641129734,False,True,2
2,1,0,-1.5887323356491372,-0.18578139656773499,False,True,0
2,0,1,0.9183410362012315,-0.18578139656773499,False,True,2
2,1,0,1.0576228901929186,-0.18578139656773499,False,True,0
2,1,0,-0.4048365767197964,0.5095738083070246,False,True,0
2,1,0,-0.4048365767197964,0.5095738083070246,False,True,0
2,0,1,1.3361865981762928,0.5095738083070246,False,True,2
2,1,0,1.2665456711804493,0.5095738083070246,False,True,0
2,1,0,1.7540321601513544,-0.3697140636636391,False,True,0
2,0,1,-0.4048365767197964,0.6621033371182621,False,True,2
2,0,1,0.15229083924695222,0.6621033371182621,False,True,2
2,0,1,-0.6137593577073271,0.6621033371182621,False,True,2
2,0,0,-0.8226821386948578,-0.42354801500878175,False,True,0
2,1,0,-0.6834002847031707,-0.24410151052497286,False,True,0
2,0,1,-0.47447750371563996,-0.4504649906813531,False,True,2
2,0,1,0.4308545472303265,-0.42354801500878175,False,True,2
2,1,0,1.6843912331555109,-0.24410151052497286,False,True,0
2,0,1,1.4058275251721364,-0.42354801500878175,False,True,2
2,0,1,0.9879819631970751,-0.1902675591798302,False,True,2
2,1,0,-0.0566319417405785,-0.1902675591798302,False,True,0
2,0,1,-0.6137593577073271,0.6621033371182621,False,True,2
2,1,1,0.848700109205388,-0.42354801500878175,False,True,2
2,0,1,2.311159576118103,-0.1902675591798302,False,True,2
2,0,0,2.102236795130572,-0.1902675591798302,False,True,0
2,0,1,0.2219317662427958,-0.43655789376171805,False,True,2
2,1,0,-0.8923230656907014,-0.468409641129734,False,True,0
2,0,1,0.848700109205388,-0.17232290873144931,False,True,2
2,1,0,-0.4048365767197964,-0.17232290873144931,False,True,0
2,0,1,1.1969047441846057,-0.38765871411201996,False,True,2
2,0,1,-0.4048365767197964,-0.09157198171373532,False,True,2
2,0,1,-0.5441184307114836,-0.09157198171373532,False,True,2
2,0,1,0.15229083924695222,-0.468409641129734,False,True,2
2,1,0,-0.47447750371563996,-0.4093412280709384,False,False,0
2,0,1,0.2915726932386394,-0.1902675591798302,False,True,2
2,1,0,-0.4048365767197964,-0.1902675591798302,False,True,0
2,0,0,-0.5441184307114836,-0.27999081142173465,False,True,0
2,0,1,0.36121362023448295,-0.4352120306223692,True,False,2
2,1,0,1.0576228901929186,-0.4145756897845913,False,True,0
2,0,1,1.8933140141430416,-0.4352120306223692,True,False,2
2,0,1,0.08264991225110865,-0.468409641129734,False,True,2
2,0,0,-0.2655547227281092,-0.1902675591798302,False,True,0
2,0,1,0.013008985255265075,-0.1902675591798302,False,True,2
2,1,0,-2.0065778976241986,0.08929575164684067,False,False,0
2,1,0,-1.8672960436325117,0.08929575164684067,False,False,0
2,0,1,-0.3351956497239528,0.08929575164684067,False,False,2
2,1,0,-0.5441184307114836,0.08929575164684067,False,False,0
2,1,0,-0.8923230656907014,-0.44149266545716265,False,False,0
2,1,0,0.2915726932386394,-0.468409641129734,False,True,0
2,0,1,0.4308545472303265,-0.42579109631482936,False,False,2
2,0,1,-0.4048365767197964,-0.468409641129734,False,True,2
2,0,1,2.171877722126416,-0.4352120306223692,True,False,2
2,0,1,1.4058275251721364,-0.1902675591798302,False,True,2
2,1,0,0.848700109205388,-0.1902675591798302,False,True,0
2,0,0,1.8933140141430416,-0.468409641129734,False,True,0
2,1,1,-2.0065778976241986,0.00719896328424272,False,False,2
2,0,1,0.08264991225110865,0.00719896328424272,False,False,2
2,1,0,-0.4048365767197964,0.00719896328424272,False,False,0
2,0,1,0.013008985255265075,-0.42354801500878175,False,True,2
2,0,1,0.7094182552137008,-0.3697140636636391,False,True,2
2,0,1,0.15229083924695222,-0.4145756897845913,False,True,2
2,0,1,0.013008985255265075,-0.42354801500878175,False,True,2
2,0,1,1.1272638171887621,-0.1902675591798302,False,True,2
2,1,0,-1.1708867736740758,-0.306907787094306,False,True,0
2,1,0,0.7790591822095444,-0.306907787094306,False,True,0
2,1,1,-0.7530412116990143,-0.468409641129734,False,True,2
2,0,1,0.6397773282178573,-0.42354801500878175,False,True,2
