pclass,survival,sex,age,fare,embarked_Queenstown,embarked_Southampton
1,0,1,22.0,135.633301,False,False
1,1,0,43.0,211.337494,False,True
1,0,1,31.0,50.4958,False,True
1,1,1,45.0,26.5499992,False,True
1,1,0,33.0,27.7208004,False,False
1,0,1,46.0,79.1999969,False,False
1,0,1,36.0,40.125,False,False
1,1,0,33.0,86.5,False,True
1,0,1,55.0,59.4000015,False,False
1,1,0,54.0,59.4000015,False,False
1,0,1,33.0,26.5499992,False,True
1,1,1,13.0,262.375,False,False
1,1,0,18.0,262.375,False,False
1,1,0,21.0,262.375,False,False
1,0,1,61.0,262.375,False,False
1,1,0,48.0,262.375,False,False
1,1,0,24.0,69.3000031,False,False
1,1,0,35.0,57.75,False,False
1,1,0,30.0,31.0,False,False
1,1,1,34.0,26.5499992,False,True
1,1,0,40.0,153.462494,False,True
1,1,1,35.0,26.2875004,False,True
1,0,1,50.0,55.9000015,False,True
1,1,0,39.0,55.9000015,False,True
1,1,1,56.0,35.5,False,False
1,1,1,28.0,35.5,False,True
1,0,1,56.0,26.5499992,False,True
1,0,1,56.0,30.6958008,False,False
1,0,1,24.0,60.0,False,True
1,1,0,18.0,60.0,False,True
1,1,1,24.0,82.2667007,False,True
1,1,0,23.0,82.2667007,False,True
1,1,1,6.0,134.5,False,False
1,1,1,45.0,134.5,False,False
1,1,0,40.0,134.5,False,False
1,0,1,57.0,146.520798,False,False
1,1,1,32.0,30.5,False,False
1,0,1,62.0,26.5499992,False,True
1,1,1,54.0,55.4417,False,False
1,1,0,43.0,55.4417,False,False
1,1,0,52.0,78.2667007,False,False
1,0,1,67.0,221.779205,False,True
1,0,0,63.0,221.779205,False,True
1,0,1,61.0,32.3208008,False,True
1,1,0,48.0,25.9291992,False,True
1,1,0,18.0,79.6500015,False,True
1,0,1,52.0,79.6500015,False,True
1,1,0,39.0,79.6500015,False,True
1,1,1,48.0,52.0,False,True
1,0,1,49.0,110.883301,False,False
1,1,1,17.0,110.883301,False,False
1,1,0,39.0,110.883301,False,False
1,1,1,31.0,28.5375004,False,False
1,0,1,40.0,27.7208004,False,False
1,0,1,61.0,33.5,False,True
1,0,1,47.0,34.0208015,False,True
1,1,0,35.0,512.329224,False,False
1,0,1,64.0,75.25,False,False
1,1,0,60.0,75.25,False,False
1,0,1,60.0,26.5499992,False,True
1,0,1,54.0,77.2874985,False,True
1,0,1,21.0,77.2874985,False,True
1,1,0,55.0,135.633301,False,False
1,1,0,31.0,164.866699,False,True
1,0,1,57.0,164.866699,False,True
1,1,0,45.0,164.866699,False,True
1,0,1,50.0,211.5,False,False
1,0,1,27.0,211.5,False,False
1,1,0,50.0,211.5,False,False
1,1,0,21.0,26.5499992,False,True
1,0,1,51.0,61.3792,False,False
1,1,1,21.0,61.3792,False,False
1,1,0,31.0,134.5,False,False
1,0,1,62.0,26.5499992,False,True
1,1,0,36.0,135.633301,False,False
2,0,1,30.0,24.0,False,False
2,1,0,28.0,24.0,False,False
2,0,1,30.0,13.0,False,True
2,0,1,18.0,11.5,False,True
2,0,1,25.0,10.5,False,True
2,0,1,34.0,26.0,False,True
2,1,0,36.0,26.0,False,True
2,0,1,57.0,13.0,False,True
2,0,1,18.0,11.5,False,True
2,0,1,23.0,10.5,False,True
2,1,0,36.0,13.0,False,True
2,0,1,28.0,10.5,False,True
2,0,1,51.0,12.5249996,False,True
2,1,1,32.0,26.0,False,True
2,1,0,19.0,26.0,False,True
2,0,1,28.0,26.0,False,True
2,1,1,1.0,39.0,False,True
2,1,0,4.0,39.0,False,True
2,1,0,12.0,39.0,False,True
2,1,0,36.0,39.0,False,True
2,1,1,34.0,13.0,False,True
2,1,0,19.0,13.0,False,True
2,0,1,23.0,13.0,False,True
2,0,1,26.0,13.0,False,True
2,0,1,42.0,13.0,False,True
2,0,1,27.0,13.0,False,True
2,1,0,24.0,13.0,False,True
2,1,0,15.0,39.0,False,True
2,0,1,60.0,39.0,False,True
2,1,0,40.0,39.0,False,True
2,1,0,20.0,26.0,False,True
2,0,1,25.0,26.0,False,True
2,1,0,36.0,13.0,False,True
2,0,1,25.0,13.0,False,True
2,0,1,42.0,13.0,False,True
2,1,0,42.0,13.0,False,True
2,1,1,0.833299994,29.0,False,True
2,1,1,26.0,29.0,False,True
2,1,0,22.0,29.0,False,True
2,1,0,35.0,21.0,False,True
2,0,1,19.0,13.0,False,True
2,0,0,44.0,26.0,False,True
2,0,1,54.0,26.0,False,True
2,0,1,52.0,13.5,False,True
2,0,1,37.0,26.0,False,True
2,0,0,29.0,26.0,False,True
2,1,0,25.0,30.0,False,True
2,1,0,45.0,30.0,False,True
2,0,1,29.0,26.0,False,True
2,1,0,28.0,26.0,False,True
2,0,1,29.0,10.5,False,True
2,0,1,28.0,13.0,False,True
2,1,1,24.0,10.5,False,True
2,1,0,8.0,26.25,False,True
2,0,1,31.0,26.25,False,True
2,1,0,31.0,26.25,False,True
2,1,0,22.0,10.5,False,True
2,0,0,30.0,13.0,False,True
2,0,1,21.0,11.5,False,True
2,1,1,8.0,36.75,False,True
2,0,1,18.0,73.5,False,True
2,1,0,48.0,36.75,False,True
2,1,0,28.0,13.0,False,True
2,0,1,32.0,13.0,False,True
2,0,1,17.0,73.5,False,True
2,0,1,29.0,27.7208004,False,False
2,1,0,24.0,27.7208004,False,False
2,0,1,25.0,31.5,False,True
2,0,1,18.0,73.5,False,True
2,1,0,18.0,23.0,False,True
2,1,0,34.0,23.0,False,True
2,0,1,54.0,26.0,False,True
2,1,1,8.0,32.5,False,True
2,0,1,42.0,32.5,False,True
2,1,0,34.0,32.5,False,True
2,1,0,27.0,13.8583002,False,False
2,1,0,30.0,13.8583002,False,False
2,0,1,23.0,13.0,False,True
2,0,1,21.0,13.0,False,True
2,0,1,18.0,13.0,False,True
2,0,1,40.0,26.0,False,True
2,1,0,29.0,26.0,False,True
2,0,1,18.0,10.5,False,True
2,0,1,36.0,13.0,False,True
2,0,0,38.0,13.0,False,True
2,0,1,35.0,26.0,False,True
2,0,1,38.0,21.0,False,True
2,0,1,34.0,21.0,False,True
2,1,0,34.0,13.0,False,True
2,0,1,16.0,26.0,False,True
2,0,1,26.0,10.5,False,True
2,0,1,47.0,10.5,False,True
2,0,1,21.0,11.5,False,True
2,0,1,21.0,11.5,False,True
2,0,1,24.0,13.5,False,True
2,0,1,24.0,13.0,False,True
2,0,1,34.0,13.0,False,True
2,0,1,30.0,13.0,False,True
2,0,1,52.0,13.0,False,True
2,0,1,30.0,13.0,False,True
2,1,1,0.666700006,14.5,False,True
2,1,0,24.0,14.5,False,True
2,0,1,44.0,13.0,False,True
2,1,0,6.0,33.0,False,True
2,0,1,28.0,33.0,False,True
2,1,1,62.0,10.5,False,True
2,0,1,30.0,10.5,False,True
2,1,0,7.0,26.25,False,True
2,0,1,43.0,26.25,False,True
2,1,0,45.0,26.25,False,True
2,1,0,24.0,65.0,False,True
2,1,0,24.0,65.0,False,True
2,0,1,49.0,65.0,False,True
2,1,0,48.0,65.0,False,True
2,1,0,55.0,16.0,False,True
2,0,1,24.0,73.5,False,True
2,0,1,32.0,73.5,False,True
2,0,1,21.0,73.5,False,True
2,0,0,18.0,13.0,False,True
2,1,0,20.0,23.0,False,True
2,0,1,23.0,11.5,False,True
2,0,1,36.0,13.0,False,True
2,1,0,54.0,23.0,False,True
2,0,1,50.0,13.0,False,True
2,0,1,44.0,26.0,False,True
2,1,0,29.0,26.0,False,True
2,0,1,21.0,73.5,False,True
2,1,1,42.0,13.0,False,True
2,0,1,63.0,26.0,False,True
2,0,0,60.0,26.0,False,True
2,0,1,33.0,12.2749996,False,True
2,1,0,17.0,10.5,False,True
2,0,1,42.0,27.0,False,True
2,1,0,24.0,27.0,False,True
2,0,1,47.0,15.0,False,True
2,0,1,24.0,31.5,False,True
2,0,1,22.0,31.5,False,True
2,0,1,32.0,10.5,False,True
2,1,0,23.0,13.7917004,False,False
2,0,1,34.0,26.0,False,True
2,1,0,24.0,26.0,False,True
2,0,0,22.0,21.0,False,True
2,0,1,35.0,12.3500004,True,False
2,1,0,45.0,13.5,False,True
2,0,1,57.0,12.3500004,True,False
2,0,1,31.0,10.5,False,True
2,0,0,26.0,26.0,False,True
2,0,1,30.0,26.0,False,True
2,1,0,1.0,41.5792007,False,False
2,1,0,3.0,41.5792007,False,False
2,0,1,25.0,41.5792007,False,False
2,1,0,22.0,41.5792007,False,False
2,1,0,17.0,12.0,False,False
2,1,0,34.0,10.5,False,True
2,0,1,36.0,12.875,False,False
2,0,1,24.0,10.5,False,True
2,0,1,61.0,12.3500004,True,False
2,0,1,50.0,26.0,False,True
2,1,0,42.0,26.0,False,True
2,0,0,57.0,10.5,False,True
2,1,1,1.0,37.0042,False,False
2,0,1,31.0,37.0042,False,False
2,1,0,24.0,37.0042,False,False
2,0,1,30.0,13.0,False,True
2,0,1,40.0,16.0,False,True
2,0,1,32.0,13.5,False,True
2,0,1,30.0,13.0,False,True
2,0,1,46.0,26.0,False,True
2,1,0,13.0,19.5,False,True
2,1,0,41.0,19.5,False,True
2,1,1,19.0,10.5,False,True
2,0,1,39.0,13.0,False,True
2,0,1,48.0,13.0,False,True
2,0,1,70.0,10.5,False,True
2,0,1,27.0,13.0,False,True
2,0,1,54.0,14.0,False,True
2,0,1,39.0,26.0,False,True
2,0,1,16.0,10.5,False,True
2,0,1,62.0,9.6875,True,False
2,0,1,32.5,30.0708008,False,False
2,1,0,14.0,30.0708008,False,False
2,1,1,2.0,26.0,False,True
2,1,1,3.0,26.0,False,True
2,0,1,36.5,26.0,False,True
2,0,1,26.0,13.0,False,True
2,0,1,19.0,36.75,False,True
2,0,1,28.0,13.5,False,True
2,1,1,20.0,13.8625002,False,False
2,1,0,29.0,10.5,False,True
2,0,1,39.0,13.0,False,True
2,1,1,22.0,10.5,False,True
2,0,1,23.0,10.5,False,True
2,1,1,29.0,13.8583002,False,False
2,0,1,28.0,10.5,False,True
2,1,0,50.0,26.0,False,True
2,0,1,19.0,10.5,False,True
2,0,1,41.0,13.0,False,True
2,1,0,21.0,21.0,False,True
2,1,0,19.0,26.0,False,True
2,0,1,43.0,21.0,False,True
2,1,0,32.0,13.0,False,True
2,0,1,34.0,13.0,False,True
2,1,1,30.0,12.7375002,False,False
2,0,1,27.0,15.0333004,False,False
2,1,0,2.0,26.0,False,True
2,1,0,8.0,26.0,False,True
2,1,0,33.0,26.0,False,True
2,0,1,36.0,10.5,False,True
2,0,1,34.0,21.0,False,True
2,1,0,30.0,21.0,False,True
2,1,0,28.0,13.0,False,True
2,0,1,23.0,15.0458002,False,False
2,1,1,0.833299994,18.75,False,True
2,1,1,3.0,18.75,False,True
2,1,0,24.0,18.75,False,True
2,1,0,50.0,10.5,False,True
2,0,1,19.0,10.5,False,True
2,1,0,21.0,10.5,False,True
2,0,1,26.0,13.0,False,True
2,0,1,25.0,13.0,False,True
2,0,1,27.0,26.0,False,True
2,1,0,25.0,26.0,False,True
2,1,0,18.0,13.0,False,True
2,1,0,20.0,36.75,False,True
2,1,0,30.0,13.0,False,True
2,0,1,59.0,13.5,False,True
2,1,0,30.0,12.3500004,True,False
2,0,1,35.0,10.5,False,True
2,1,0,40.0,13.0,False,True
2,0,1,25.0,13.0,False,True
2,0,1,41.0,15.0458002,False,False
2,0,1,25.0,10.5,False,True
2,0,1,18.5,13.0,False,True
2,0,1,14.0,65.0,False,True
2,1,0,50.0,10.5,False,True
2,0,1,23.0,13.0,False,True
2,1,0,28.0,12.6499996,False,True
2,1,0,27.0,10.5,False,True
2,0,1,29.0,21.0,False,True
2,0,0,27.0,21.0,False,True
2,0,1,40.0,13.0,False,True
2,1,0,31.0,21.0,False,True
2,0,1,30.0,21.0,False,True
2,0,1,23.0,10.5,False,True
2,1,0,31.0,21.0,False,True
2,1,0,12.0,15.75,False,True
2,1,0,40.0,15.75,False,True
2,1,0,32.5,13.0,False,True
2,0,1,27.0,26.0,False,True
2,1,0,29.0,26.0,False,True
2,1,1,2.0,23.0,False,True
2,1,0,4.0,23.0,False,True
2,1,0,29.0,23.0,False,True
2,1,0,0.916700006,27.75,False,True
2,1,0,5.0,27.75,False,True
2,0,1,36.0,27.75,False,True
2,1,0,33.0,27.75,False,True
2,0,1,66.0,10.5,False,True
2,1,1,31.0,13.0,False,True
2,1,0,26.0,13.5,False,True
2,0,0,24.0,13.0,False,True
3,0,1,42.0,7.55000019,False,True
3,0,1,13.0,20.25,False,True
3,0,1,16.0,20.25,False,True
3,1,0,35.0,20.25,False,True
3,1,0,16.0,7.6500001,False,True
3,1,1,25.0,7.6500001,False,True
3,1,1,20.0,7.92500019,False,True
3,1,0,18.0,7.22919989,False,False
3,0,1,30.0,7.25,False,True
3,0,1,26.0,8.05000019,False,True
3,0,0,40.0,9.47500038,False,True
3,1,1,0.833299994,9.35000038,False,True
3,1,0,18.0,9.35000038,False,True
3,1,1,26.0,18.7875004,False,False
3,0,1,26.0,7.88749981,False,True
3,0,1,20.0,7.92500019,False,True
3,0,1,24.0,7.05000019,False,True
3,0,1,25.0,7.05000019,False,True
3,0,1,35.0,8.05000019,False,True
3,0,1,18.0,8.30000019,False,True
3,0,1,32.0,22.5249996,False,True
3,1,0,19.0,7.85419989,False,True
3,0,1,4.0,31.2749996,False,True
3,0,0,6.0,31.2749996,False,True
3,0,0,2.0,31.2749996,False,True
3,1,0,17.0,7.92500019,False,True
3,0,0,38.0,7.7750001,False,True
3,0,0,9.0,31.2749996,False,True
3,0,0,11.0,31.2749996,False,True
3,0,1,39.0,31.2749996,False,True
3,1,1,27.0,7.79580021,False,True
3,0,1,26.0,7.7750001,False,True
3,0,0,39.0,31.2749996,False,True
3,0,1,20.0,7.85419989,False,True
3,0,1,26.0,7.89580011,False,True
3,0,1,25.0,17.7999992,False,True
3,0,0,18.0,17.7999992,False,True
3,0,1,24.0,7.7750001,False,True
3,0,1,35.0,7.05000019,False,True
3,0,1,5.0,31.3875008,False,True
3,0,1,9.0,31.3875008,False,True
3,1,1,3.0,31.3875008,False,True
3,0,1,13.0,31.3875008,False,True
3,1,0,5.0,31.3875008,False,True
3,0,1,40.0,31.3875008,False,True
3,1,1,23.0,7.79580021,False,True
3,1,0,38.0,31.3875008,False,True
3,1,0,45.0,7.2249999,False,False
3,0,1,21.0,7.2249999,False,False
3,0,1,23.0,7.05000019,False,True
3,0,0,17.0,14.4582996,False,False
3,0,1,30.0,7.2249999,False,False
3,0,1,23.0,7.85419989,False,True
3,1,0,13.0,7.22919989,False,False
3,0,1,20.0,7.2249999,False,False
3,0,1,32.0,15.8500004,False,True
3,1,0,33.0,15.8500004,False,True
3,1,0,0.75,19.2583008,False,False
3,1,0,0.75,19.2583008,False,False
3,1,0,5.0,19.2583008,False,False
3,1,0,24.0,19.2583008,False,False
3,1,0,18.0,8.05000019,False,True
3,0,1,40.0,7.2249999,False,False
3,0,1,26.0,7.89580011,False,True
3,1,1,20.0,7.22919989,False,False
3,0,0,18.0,14.4541998,False,False
3,0,0,45.0,14.4541998,False,False
3,0,0,27.0,7.87919998,True,False
3,0,1,22.0,8.05000019,False,True
3,0,1,19.0,8.05000019,False,True
3,0,1,26.0,7.7750001,False,True
3,0,1,22.0,9.35000038,False,True
3,0,1,20.0,4.01249981,False,False
3,1,1,32.0,56.4958,False,True
3,0,1,21.0,7.7750001,False,True
3,0,1,18.0,7.75,False,True
3,0,1,26.0,7.89580011,False,True
3,0,1,6.0,15.2458,False,False
3,0,0,9.0,15.2458,False,False
3,0,1,40.0,15.5,True,False
3,0,0,32.0,15.5,True,False
3,0,1,21.0,16.1000004,False,True
3,1,0,22.0,7.7249999,True,False
3,0,0,20.0,7.85419989,False,True
3,0,1,29.0,7.04580021,False,True
3,0,1,22.0,7.25,False,True
3,0,1,22.0,7.79580021,False,True
3,0,1,35.0,8.05000019,False,True
3,0,0,18.5,7.28329992,True,False
3,1,1,21.0,7.82079983,True,False
3,0,1,19.0,6.75,True,False
3,0,0,18.0,7.87919998,True,False
3,0,0,21.0,8.66250038,False,True
3,0,0,30.0,8.66250038,False,True
3,0,1,18.0,8.66250038,False,True
3,0,1,38.0,8.66250038,False,True
3,0,1,17.0,8.66250038,False,True
3,0,1,17.0,8.66250038,False,True
3,0,0,21.0,7.75,True,False
3,0,1,21.0,7.75,True,False
3,0,1,21.0,8.05000019,False,True
3,0,1,28.0,7.79580021,False,True
3,0,1,24.0,7.85419989,False,True
3,1,0,16.0,7.75,True,False
3,0,0,37.0,7.75,True,False
3,0,1,28.0,7.25,False,True
3,0,1,24.0,8.05000019,False,True
3,0,1,21.0,7.73330021,True,False
3,1,1,32.0,56.4958,False,True
3,0,1,29.0,8.05000019,False,True
3,0,1,26.0,14.4541998,False,False
3,0,1,18.0,14.4541998,False,False
3,0,1,20.0,7.05000019,False,True
3,1,1,18.0,8.05000019,False,True
3,0,1,24.0,7.25,True,False
3,0,1,36.0,7.49580002,False,True
3,0,1,24.0,7.49580002,False,True
3,0,1,31.0,7.73330021,True,False
3,0,1,31.0,7.75,True,False
3,1,0,22.0,7.75,True,False
3,0,0,30.0,7.62919998,True,False
3,0,1,70.5,7.75,True,False
3,0,1,43.0,8.05000019,False,True
3,0,1,35.0,7.89580011,False,True
3,0,1,27.0,7.89580011,False,True
3,0,1,19.0,7.89580011,False,True
3,0,1,30.0,8.05000019,False,True
3,1,1,9.0,15.8999996,False,True
3,1,1,3.0,15.8999996,False,True
3,1,0,36.0,15.8999996,False,True
3,0,1,59.0,7.25,False,True
3,0,1,19.0,8.1583004,False,True
3,1,0,17.0,16.1000004,False,True
3,0,1,44.0,16.1000004,False,True
3,0,1,17.0,8.66250038,False,True
3,0,1,22.5,7.2249999,False,False
3,1,1,45.0,8.05000019,False,True
3,0,0,22.0,10.5166998,False,True
3,0,1,19.0,10.1708002,False,True
3,1,0,30.0,6.94999981,True,False
3,1,1,29.0,7.75,True,False
3,0,1,0.333299994,14.3999996,False,True
3,0,1,34.0,14.3999996,False,True
3,0,0,28.0,14.3999996,False,True
3,0,1,27.0,7.89580011,False,True
3,0,1,25.0,7.89580011,False,True
3,0,1,24.0,24.1499996,False,True
3,0,1,22.0,8.05000019,False,True
3,0,1,21.0,24.1499996,False,True
3,0,1,17.0,8.05000019,False,True
3,1,1,36.5,17.3999996,False,True
3,1,0,36.0,17.3999996,False,True
3,1,1,30.0,9.5,False,True
3,0,1,16.0,9.5,False,True
3,1,1,1.0,20.5750008,False,True
3,1,0,0.166700006,20.5750008,False,True
3,0,1,26.0,20.5750008,False,True
3,1,0,33.0,20.5750008,False,True
3,0,1,25.0,7.89580011,False,True
3,0,1,22.0,7.25,False,True
3,0,1,36.0,7.25,False,True
3,1,0,19.0,7.87919998,True,False
3,0,1,17.0,7.89580011,False,True
3,0,1,42.0,8.66250038,False,True
3,0,1,43.0,7.89580011,False,True
3,0,1,32.0,7.75,True,False
3,1,1,19.0,8.05000019,False,True
3,1,0,30.0,12.4750004,False,True
3,0,0,24.0,7.75,True,False
3,1,0,23.0,8.05000019,False,True
3,0,1,33.0,7.89580011,False,False
3,0,1,65.0,7.75,True,False
3,1,1,24.0,7.55000019,False,True
3,0,1,23.0,13.8999996,False,True
3,1,0,22.0,13.8999996,False,True
3,0,1,18.0,7.7750001,False,True
3,0,1,16.0,7.7750001,False,True
3,0,1,45.0,6.9749999,False,True
3,0,1,39.0,7.22919989,False,False
3,0,1,17.0,7.22919989,False,False
3,0,1,15.0,7.22919989,False,False
3,0,1,47.0,7.25,False,True
3,1,0,5.0,12.4750004,False,True
3,0,1,40.5,15.1000004,False,True
3,0,1,40.5,7.75,True,False
3,0,1,18.0,7.79580021,False,True
3,0,1,26.0,7.87919998,True,False
3,0,0,21.0,34.375,False,True
3,0,0,9.0,34.375,False,True
3,0,1,18.0,34.375,False,True
3,0,1,16.0,34.375,False,True
3,0,0,48.0,34.375,False,True
